order_id,predicted_cycle_time_min,wip_level,demand_urgency,quality_status,pull_decision
O104644,27.38,22,Medium,Pass,Partial Pull
O104645,39.64,18,Medium,Pass,Partial Pull
O104646,48.72,17,Medium,Pass,Partial Pull
O104647,28.85,4,High,Rework,Full Pull
O104648,47.22,16,Medium,Pass,Partial Pull
O104649,30.37,5,High,Fail,No Pull
O104650,37.05,9,Medium,Pass,Partial Pull
O104651,38.4,29,Low,Pass,No Pull
O104652,36.36,13,Medium,Pass,Partial Pull
O104653,14.51,0,Medium,Pass,Partial Pull
O104654,31.57,18,Medium,Pass,Partial Pull
O104655,34.94,5,Medium,Rework,Partial Pull
O104656,32.17,0,High,Pass,Full Pull
O104657,44.75,20,Medium,Pass,Partial Pull
O104658,46.0,19,Medium,Fail,No Pull
O104659,23.8,6,High,Pass,Full Pull
O104660,51.07,22,Low,Pass,No Pull
O104661,31.97,5,High,Pass,Full Pull
O104662,53.82,15,Medium,Fail,No Pull
O104663,38.35,17,Medium,Pass,Partial Pull
O104664,19.85,3,High,Pass,Full Pull
O104665,48.45,21,Medium,Pass,Partial Pull
O104666,27.11,15,Medium,Pass,Partial Pull
O104667,34.05,13,Medium,Pass,Partial Pull
O104668,55.26,22,Medium,Pass,Partial Pull
O104669,47.94,24,Low,Pass,No Pull
O104670,42.47,15,High,Rework,Partial Pull
O104671,49.49,25,Low,Pass,No Pull
O104672,12.0,1,High,Pass,Full Pull
O104673,49.6,19,Medium,Pass,Partial Pull
O104674,48.4,8,Medium,Rework,Partial Pull
O104675,47.51,17,Medium,Pass,Partial Pull
O104676,50.18,19,Medium,Pass,Partial Pull
O104677,55.32,25,Low,Pass,No Pull
O104678,46.68,17,Medium,Pass,Partial Pull
O104679,20.33,0,High,Pass,Full Pull
O104680,67.17,30,Low,Pass,No Pull
O104681,38.95,15,Medium,Pass,Partial Pull
O104682,30.48,3,High,Pass,Full Pull
O104683,32.97,3,High,Fail,No Pull
O104684,26.29,0,High,Pass,Full Pull
O104685,24.81,6,High,Pass,Full Pull
O104686,32.05,8,High,Pass,Full Pull
O104687,61.11,29,Medium,Rework,Partial Pull
O104688,78.14,25,Low,Pass,No Pull
O104689,34.77,0,Medium,Pass,Partial Pull
O104690,29.82,10,Medium,Pass,Partial Pull
O104691,26.94,9,High,Pass,Partial Pull
O104692,39.67,13,Medium,Pass,Partial Pull
O104693,33.31,4,High,Pass,Full Pull
O104694,28.87,8,High,Pass,Full Pull
O104695,38.7,17,Low,Pass,Partial Pull
O104696,33.3,16,Medium,Pass,Partial Pull
O104697,54.28,26,Low,Pass,No Pull
O104698,50.46,28,Medium,Pass,Partial Pull
O104699,39.65,12,Medium,Pass,Partial Pull
O104700,78.93,25,Medium,Pass,Partial Pull
O104701,51.76,25,Low,Pass,No Pull
O104702,22.91,10,Medium,Fail,No Pull
O104703,19.16,13,Medium,Pass,Partial Pull
O104704,30.92,19,Medium,Pass,Partial Pull
O104705,41.62,28,Low,Pass,No Pull
O104706,30.94,24,Low,Pass,No Pull
O104707,44.97,26,Low,Pass,No Pull
O104708,50.01,24,Medium,Pass,Partial Pull
O104709,30.92,5,Medium,Pass,Partial Pull
O104710,23.17,6,Medium,Rework,Partial Pull
O104711,36.61,27,Low,Pass,No Pull
O104712,41.53,13,Medium,Pass,Partial Pull
O104713,43.09,5,Medium,Rework,Partial Pull
O104714,35.43,9,Medium,Rework,Partial Pull
O104715,35.81,15,Medium,Pass,Partial Pull
O104716,27.43,17,Medium,Pass,Partial Pull
O104717,20.5,6,High,Pass,Full Pull
O104718,18.42,7,Medium,Fail,No Pull
O104719,22.75,11,Medium,Pass,Partial Pull
O104720,40.12,6,High,Pass,Full Pull
O104721,71.9,30,Medium,Pass,Partial Pull
O104722,40.95,0,High,Pass,Full Pull
O104723,46.74,23,Medium,Pass,Partial Pull
O104724,44.98,9,Medium,Pass,Partial Pull
O104725,39.57,17,Medium,Pass,Partial Pull
O104726,25.62,9,High,Pass,Partial Pull
O104727,67.21,28,Medium,Pass,Partial Pull
O104728,55.24,30,Low,Fail,No Pull
O104729,25.82,11,High,Pass,Partial Pull
O104730,15.68,0,High,Pass,Full Pull
O104731,32.58,5,High,Pass,Full Pull
O104732,31.99,22,Medium,Pass,Partial Pull
O104733,57.33,25,Medium,Pass,Partial Pull
O104734,28.39,1,Medium,Fail,No Pull
O104735,28.04,0,High,Pass,Full Pull
O104736,40.41,15,Medium,Rework,Partial Pull
O104737,37.2,24,Medium,Pass,Partial Pull
O104738,65.75,23,Medium,Pass,Partial Pull
O104739,31.68,0,Medium,Fail,No Pull
O104740,52.28,30,Low,Pass,No Pull
O104741,22.78,8,Medium,Pass,Partial Pull
O104742,26.08,7,High,Pass,Full Pull
O104743,19.83,11,Low,Pass,Partial Pull
O104744,60.79,23,Medium,Pass,Partial Pull
O104745,35.13,9,Medium,Pass,Partial Pull
O104746,22.73,20,Medium,Pass,Partial Pull
O104747,37.11,7,Medium,Pass,Partial Pull
O104748,61.57,3,High,Pass,Partial Pull
O104749,28.06,3,High,Pass,Full Pull
O104750,32.77,13,Medium,Pass,Partial Pull
O104751,14.29,0,Medium,Pass,Partial Pull
O104752,31.78,17,Medium,Pass,Partial Pull
O104753,48.43,24,Medium,Fail,No Pull
O104754,38.49,17,Medium,Pass,Partial Pull
O104755,42.43,14,Medium,Rework,Partial Pull
O104756,27.73,5,High,Pass,Full Pull
O104757,58.0,5,High,Fail,No Pull
O104758,11.88,3,High,Pass,Full Pull
O104759,34.12,2,High,Pass,Full Pull
O104760,41.91,17,Medium,Pass,Partial Pull
O104761,28.85,8,High,Pass,Full Pull
O104762,51.22,20,Medium,Pass,Partial Pull
O104763,46.57,10,Medium,Pass,Partial Pull
O104764,25.18,9,Medium,Pass,Partial Pull
O104765,46.87,14,Medium,Pass,Partial Pull
O104766,34.47,11,High,Pass,Partial Pull
O104767,37.72,3,High,Pass,Full Pull
O104768,17.36,0,High,Pass,Full Pull
O104769,52.37,30,Low,Rework,No Pull
O104770,39.99,3,High,Pass,Full Pull
O104771,20.94,8,Medium,Pass,Partial Pull
O104772,35.06,12,Medium,Pass,Partial Pull
O104773,41.36,13,Medium,Pass,Partial Pull
O104774,29.04,23,Low,Pass,No Pull
O104775,52.45,21,Medium,Pass,Partial Pull
O104776,34.97,18,Medium,Pass,Partial Pull
O104777,24.58,9,Medium,Pass,Partial Pull
O104778,46.29,29,Low,Rework,No Pull
O104779,16.25,2,High,Pass,Full Pull
O104780,18.43,9,Medium,Pass,Partial Pull
O104781,59.5,11,Medium,Pass,Partial Pull
O104782,34.97,10,Medium,Rework,Partial Pull
O104783,44.85,17,Medium,Pass,Partial Pull
O104784,31.26,1,High,Pass,Full Pull
O104785,48.42,26,Medium,Pass,Partial Pull
O104786,20.7,4,Medium,Pass,Partial Pull
O104787,64.77,11,Medium,Pass,Partial Pull
O104788,42.63,18,High,Pass,Partial Pull
O104789,44.0,27,Medium,Rework,Partial Pull
O104790,37.18,17,Medium,Pass,Partial Pull
O104791,27.23,16,Medium,Pass,Partial Pull
O104792,25.4,7,Medium,Pass,Partial Pull
O104793,82.75,22,Medium,Pass,Partial Pull
O104794,48.98,17,Medium,Pass,Partial Pull
O104795,17.45,0,High,Pass,Full Pull
O104796,41.48,13,Medium,Pass,Partial Pull
O104797,51.37,27,Low,Pass,No Pull
O104798,66.04,26,Low,Pass,No Pull
O104799,40.67,6,Medium,Pass,Partial Pull
O104800,38.85,22,Medium,Fail,No Pull
O104801,49.84,10,Medium,Pass,Partial Pull
O104802,54.95,23,Medium,Pass,Partial Pull
O104803,30.74,16,Medium,Pass,Partial Pull
O104804,19.09,9,Medium,Pass,Partial Pull
O104805,62.57,29,Low,Pass,No Pull
O104806,26.76,7,Medium,Pass,Partial Pull
O104807,28.99,10,Medium,Pass,Partial Pull
O104808,37.03,28,Medium,Pass,Partial Pull
O104809,17.68,6,Medium,Pass,Partial Pull
O104810,28.08,6,High,Pass,Full Pull
O104811,64.03,29,Medium,Pass,Partial Pull
O104812,41.75,14,Medium,Pass,Partial Pull
O104813,44.51,25,Medium,Pass,Partial Pull
O104814,19.31,2,Medium,Pass,Partial Pull
O104815,32.87,20,Medium,Pass,Partial Pull
O104816,19.45,3,High,Pass,Full Pull
O104817,34.53,12,Low,Pass,Partial Pull
O104818,21.62,6,Medium,Pass,Partial Pull
O104819,44.72,13,High,Pass,Partial Pull
O104820,49.21,12,High,Pass,Partial Pull
O104821,39.85,29,Low,Pass,No Pull
O104822,48.64,20,Low,Pass,No Pull
O104823,27.21,2,High,Rework,Full Pull
O104824,29.2,15,Medium,Pass,Partial Pull
O104825,60.97,23,Medium,Pass,Partial Pull
O104826,30.3,15,Medium,Pass,Partial Pull
O104827,37.66,18,High,Pass,Partial Pull
O104828,34.6,15,Medium,Pass,Partial Pull
O104829,79.09,30,Low,Pass,No Pull
O104830,47.04,20,Medium,Pass,Partial Pull
O104831,52.92,17,Medium,Pass,Partial Pull
O104832,75.05,29,Low,Pass,No Pull
O104833,27.83,8,Medium,Pass,Partial Pull
O104834,35.81,23,Low,Rework,No Pull
O104835,43.02,24,Low,Pass,No Pull
O104836,23.06,11,Medium,Pass,Partial Pull
O104837,43.07,30,Low,Pass,No Pull
O104838,39.64,9,Medium,Pass,Partial Pull
O104839,44.93,28,Low,Pass,No Pull
O104840,38.61,0,Medium,Rework,Partial Pull
O104841,18.94,9,Medium,Pass,Partial Pull
O104842,34.23,9,Medium,Pass,Partial Pull
O104843,30.94,10,Medium,Pass,Partial Pull
O104844,19.93,13,Medium,Rework,Partial Pull
O104845,58.79,23,Medium,Pass,Partial Pull
O104846,33.63,13,Medium,Pass,Partial Pull
O104847,35.25,18,Medium,Pass,Partial Pull
O104848,18.16,3,Medium,Pass,Partial Pull
O104849,15.58,0,High,Rework,Full Pull
O104850,31.45,12,Medium,Pass,Partial Pull
O104851,29.94,4,Medium,Pass,Partial Pull
O104852,16.54,3,High,Pass,Full Pull
O104853,19.35,2,High,Pass,Full Pull
O104854,28.1,8,Medium,Pass,Partial Pull
O104855,30.57,5,High,Pass,Full Pull
O104856,16.97,4,High,Pass,Full Pull
O104857,41.95,9,Medium,Pass,Partial Pull
O104858,28.21,7,Medium,Pass,Partial Pull
O104859,41.22,29,Low,Pass,No Pull
O104860,40.56,19,Low,Pass,No Pull
O104861,43.0,20,Low,Pass,No Pull
O104862,39.3,21,Medium,Pass,Partial Pull
O104863,23.46,1,High,Pass,Full Pull
O104864,64.46,15,Medium,Fail,No Pull
O104865,29.35,18,Medium,Pass,Partial Pull
O104866,59.82,29,Low,Pass,No Pull
O104867,32.74,13,Medium,Pass,Partial Pull
O104868,22.41,8,Medium,Fail,No Pull
O104869,34.63,23,Medium,Pass,Partial Pull
O104870,20.3,5,Medium,Pass,Partial Pull
O104871,74.96,27,Low,Pass,No Pull
O104872,22.39,11,Medium,Pass,Partial Pull
O104873,24.93,2,Medium,Pass,Partial Pull
O104874,35.9,10,High,Pass,Partial Pull
O104875,46.41,30,Medium,Pass,Partial Pull
O104876,18.26,13,Medium,Rework,Partial Pull
O104877,34.53,1,High,Pass,Full Pull
O104878,36.7,11,Medium,Pass,Partial Pull
O104879,31.53,22,Medium,Pass,Partial Pull
O104880,28.85,1,High,Pass,Full Pull
O104881,49.12,27,Low,Pass,No Pull
O104882,58.87,23,Medium,Pass,Partial Pull
O104883,48.55,23,Low,Pass,No Pull
O104884,49.03,23,Low,Pass,No Pull
O104885,20.02,4,High,Pass,Full Pull
O104886,56.46,24,Low,Pass,No Pull
O104887,32.68,6,Medium,Pass,Partial Pull
O104888,28.97,4,Medium,Pass,Partial Pull
O104889,21.61,1,High,Pass,Full Pull
O104890,17.98,4,High,Fail,No Pull
O104891,34.86,4,High,Pass,Full Pull
O104892,47.42,27,Medium,Pass,Partial Pull
O104893,25.47,1,Medium,Fail,No Pull
O104894,65.92,20,Low,Pass,No Pull
O104895,15.44,1,High,Pass,Full Pull
O104896,36.48,29,Medium,Pass,Partial Pull
O104897,45.33,17,Medium,Pass,Partial Pull
O104898,48.94,15,Medium,Pass,Partial Pull
O104899,29.88,2,Medium,Pass,Partial Pull
O104900,68.96,26,Low,Fail,No Pull
O104901,50.48,13,Medium,Pass,Partial Pull
O104902,27.41,4,High,Pass,Full Pull
O104903,54.32,21,Low,Pass,No Pull
O104904,67.5,29,Low,Pass,No Pull
O104905,23.26,0,High,Pass,Full Pull
O104906,37.03,6,Medium,Rework,Partial Pull
O104907,40.11,19,Medium,Pass,Partial Pull
O104908,15.3,1,High,Pass,Full Pull
O104909,48.42,23,Medium,Pass,Partial Pull
O104910,48.62,18,Medium,Pass,Partial Pull
O104911,48.36,16,Medium,Rework,Partial Pull
O104912,32.45,10,Medium,Pass,Partial Pull
O104913,43.15,14,Medium,Pass,Partial Pull
O104914,14.07,2,High,Pass,Full Pull
O104915,57.07,22,Medium,Pass,Partial Pull
O104916,30.6,19,Medium,Pass,Partial Pull
O104917,54.55,16,Low,Pass,Partial Pull
O104918,53.51,24,Medium,Pass,Partial Pull
O104919,35.56,15,Medium,Pass,Partial Pull
O104920,22.89,12,Medium,Pass,Partial Pull
O104921,43.25,24,Medium,Pass,Partial Pull
O104922,73.18,28,Medium,Pass,Partial Pull
O104923,48.33,25,Low,Pass,No Pull
O104924,31.83,15,High,Pass,Partial Pull
O104925,24.75,11,Medium,Pass,Partial Pull
O104926,17.62,4,High,Pass,Full Pull
O104927,37.89,12,Medium,Fail,No Pull
O104928,41.09,25,Low,Pass,No Pull
O104929,69.59,24,Medium,Pass,Partial Pull
O104930,14.11,3,Medium,Pass,Partial Pull
O104931,34.01,16,Medium,Rework,Partial Pull
O104932,42.08,20,Low,Rework,No Pull
O104933,28.8,21,Medium,Pass,Partial Pull
O104934,55.92,27,Low,Pass,No Pull
O104935,12.07,2,High,Rework,Full Pull
O104936,38.23,14,Medium,Pass,Partial Pull
O104937,25.74,2,High,Pass,Full Pull
O104938,76.55,22,Medium,Pass,Partial Pull
O104939,35.14,16,Medium,Pass,Partial Pull
O104940,28.49,13,Medium,Pass,Partial Pull
O104941,51.34,25,Medium,Pass,Partial Pull
O104942,40.35,26,Medium,Pass,Partial Pull
O104943,30.52,9,Low,Pass,Partial Pull
O104944,36.56,25,Medium,Rework,Partial Pull
O104945,66.1,29,Medium,Pass,Partial Pull
O104946,18.96,1,Medium,Pass,Partial Pull
O104947,37.78,23,Low,Pass,No Pull
O104948,12.14,3,Medium,Rework,Partial Pull
O104949,53.34,24,Low,Pass,No Pull
O104950,38.61,21,Low,Fail,No Pull
O104951,56.79,25,Medium,Pass,Partial Pull
O104952,35.55,17,Medium,Pass,Partial Pull
O104953,26.45,7,High,Pass,Full Pull
O104954,51.29,21,Medium,Pass,Partial Pull
O104955,24.62,10,Medium,Pass,Partial Pull
O104956,19.79,0,High,Pass,Full Pull
O104957,12.9,3,High,Pass,Full Pull
O104958,72.45,26,Medium,Rework,Partial Pull
O104959,33.56,11,High,Pass,Partial Pull
O104960,26.06,4,Medium,Pass,Partial Pull
O104961,26.66,1,High,Pass,Full Pull
O104962,13.93,1,High,Pass,Full Pull
O104963,55.77,23,Medium,Pass,Partial Pull
O104964,31.73,4,High,Pass,Full Pull
O104965,31.62,24,Low,Pass,No Pull
O104966,39.96,17,Medium,Pass,Partial Pull
O104967,19.81,6,Medium,Rework,Partial Pull
O104968,32.26,27,Low,Rework,No Pull
O104969,37.75,15,Medium,Pass,Partial Pull
O104970,31.49,12,Medium,Pass,Partial Pull
O104971,56.56,20,Medium,Pass,Partial Pull
O104972,32.03,20,Medium,Pass,Partial Pull
O104973,65.47,23,Low,Pass,No Pull
O104974,28.8,19,Medium,Pass,Partial Pull
O104975,53.35,30,Medium,Pass,Partial Pull
O104976,44.79,12,Medium,Pass,Partial Pull
O104977,10.7,6,High,Pass,Full Pull
O104978,25.65,3,Medium,Pass,Partial Pull
O104979,44.31,7,Medium,Pass,Partial Pull
O104980,59.4,23,Medium,Pass,Partial Pull
O104981,47.57,26,Medium,Pass,Partial Pull
O104982,24.79,9,High,Pass,Partial Pull
O104983,15.83,3,Medium,Pass,Partial Pull
O104984,44.05,22,Medium,Pass,Partial Pull
O104985,38.12,24,Low,Pass,No Pull
O104986,33.09,1,High,Fail,No Pull
O104987,26.65,4,High,Pass,Full Pull
O104988,46.61,10,High,Pass,Partial Pull
O104989,30.4,14,Low,Pass,Partial Pull
O104990,17.94,3,High,Pass,Full Pull
O104991,44.56,18,Medium,Pass,Partial Pull
O104992,50.92,15,High,Pass,Partial Pull
O104993,53.65,23,Medium,Pass,Partial Pull
O104994,65.97,29,Low,Fail,No Pull
O104995,30.61,3,High,Rework,Full Pull
O104996,28.49,14,Medium,Pass,Partial Pull
O104997,54.6,25,Medium,Pass,Partial Pull
O104998,29.45,0,Medium,Pass,Partial Pull
O104999,42.46,26,Medium,Pass,Partial Pull
O105000,34.6,12,Medium,Pass,Partial Pull
O105001,65.37,24,Low,Pass,No Pull
O105002,43.22,18,Low,Pass,No Pull
O105003,67.71,29,Medium,Pass,Partial Pull
O105004,32.34,4,High,Pass,Full Pull
O105005,55.92,27,Low,Pass,No Pull
O105006,36.19,17,Medium,Pass,Partial Pull
O105007,82.82,23,Medium,Rework,Partial Pull
O105008,44.8,23,Low,Pass,No Pull
O105009,43.77,17,Medium,Pass,Partial Pull
O105010,45.96,14,Medium,Pass,Partial Pull
O105011,39.92,25,Low,Pass,No Pull
O105012,50.51,15,Medium,Pass,Partial Pull
O105013,43.12,30,Low,Pass,No Pull
O105014,31.51,20,Medium,Pass,Partial Pull
O105015,44.92,19,Medium,Pass,Partial Pull
O105016,43.52,18,Medium,Pass,Partial Pull
O105017,27.82,7,Medium,Fail,No Pull
O105018,50.59,23,Medium,Rework,Partial Pull
O105019,26.21,7,Medium,Pass,Partial Pull
O105020,75.02,19,Medium,Rework,Partial Pull
O105021,59.02,24,Medium,Pass,Partial Pull
O105022,50.63,13,Medium,Pass,Partial Pull
O105023,63.57,30,Low,Pass,No Pull
O105024,23.4,5,High,Pass,Full Pull
O105025,46.07,6,High,Pass,Full Pull
O105026,34.26,9,High,Pass,Partial Pull
O105027,58.24,30,Low,Rework,No Pull
O105028,31.47,16,Medium,Pass,Partial Pull
O105029,19.47,8,Medium,Pass,Partial Pull
O105030,47.73,29,Low,Pass,No Pull
O105031,41.49,12,Medium,Pass,Partial Pull
O105032,29.04,8,Medium,Pass,Partial Pull
O105033,40.77,28,Low,Pass,No Pull
O105034,40.7,4,Medium,Rework,Partial Pull
O105035,49.1,29,Medium,Pass,Partial Pull
O105036,21.0,1,High,Pass,Full Pull
O105037,56.39,17,Medium,Pass,Partial Pull
O105038,57.63,18,Medium,Pass,Partial Pull
O105039,71.74,29,Low,Pass,No Pull
O105040,59.14,28,Medium,Rework,Partial Pull
O105041,63.91,26,Medium,Pass,Partial Pull
O105042,26.11,28,Low,Pass,No Pull
O105043,32.73,26,Low,Pass,No Pull
O105044,41.26,15,Medium,Pass,Partial Pull
O105045,46.94,26,Medium,Rework,Partial Pull
O105046,36.07,23,Medium,Fail,No Pull
O105047,37.11,11,High,Pass,Partial Pull
O105048,58.65,27,Low,Pass,No Pull
O105049,33.03,0,High,Pass,Full Pull
O105050,34.26,3,High,Fail,No Pull
O105051,22.83,5,High,Pass,Full Pull
O105052,31.5,16,Medium,Pass,Partial Pull
O105053,20.23,2,Medium,Rework,Partial Pull
O105054,25.19,6,Medium,Pass,Partial Pull
O105055,33.15,7,Medium,Pass,Partial Pull
O105056,21.95,7,Medium,Fail,No Pull
O105057,18.39,1,High,Pass,Full Pull
O105058,25.4,6,High,Pass,Full Pull
O105059,26.03,8,Medium,Pass,Partial Pull
O105060,43.09,23,Medium,Pass,Partial Pull
O105061,44.88,18,Medium,Rework,Partial Pull
O105062,20.03,9,Medium,Pass,Partial Pull
O105063,13.22,4,High,Pass,Full Pull
O105064,54.61,15,Medium,Pass,Partial Pull
O105065,33.67,9,Medium,Pass,Partial Pull
O105066,45.09,21,Low,Pass,No Pull
O105067,15.64,6,Medium,Pass,Partial Pull
O105068,31.68,30,Medium,Pass,Partial Pull
O105069,28.86,2,Medium,Pass,Partial Pull
O105070,32.08,25,Low,Pass,No Pull
O105071,38.45,20,Medium,Pass,Partial Pull
O105072,44.25,20,Medium,Pass,Partial Pull
O105073,48.64,27,Low,Pass,No Pull
O105074,37.02,13,Medium,Pass,Partial Pull
O105075,45.94,22,Low,Pass,No Pull
O105076,27.99,16,Medium,Pass,Partial Pull
O105077,44.65,21,Medium,Rework,Partial Pull
O105078,32.63,17,Medium,Pass,Partial Pull
O105079,40.21,30,Low,Pass,No Pull
O105080,33.63,10,Medium,Pass,Partial Pull
O105081,69.38,22,Medium,Fail,No Pull
O105082,48.62,5,High,Pass,Partial Pull
O105083,11.59,1,High,Pass,Full Pull
O105084,44.39,21,Medium,Fail,No Pull
O105085,30.63,6,Medium,Pass,Partial Pull
O105086,21.63,0,High,Pass,Full Pull
O105087,39.31,19,Medium,Pass,Partial Pull
O105088,43.64,18,Medium,Pass,Partial Pull
O105089,28.35,19,Medium,Pass,Partial Pull
O105090,23.0,14,High,Pass,Partial Pull
O105091,44.01,25,Medium,Pass,Partial Pull
O105092,18.3,0,High,Pass,Full Pull
O105093,16.0,4,Medium,Pass,Partial Pull
O105094,39.82,11,Medium,Pass,Partial Pull
O105095,63.07,30,Medium,Pass,Partial Pull
O105096,41.93,22,Low,Pass,No Pull
O105097,46.9,16,Medium,Pass,Partial Pull
O105098,50.34,29,Medium,Fail,No Pull
O105099,67.63,28,Low,Pass,No Pull
O105100,25.56,3,High,Pass,Full Pull
O105101,17.91,16,Medium,Pass,Partial Pull
O105102,66.63,29,Low,Rework,No Pull
O105103,27.58,5,Medium,Pass,Partial Pull
O105104,28.86,4,High,Pass,Full Pull
O105105,40.85,10,Medium,Pass,Partial Pull
O105106,46.55,30,Low,Pass,No Pull
O105107,40.09,6,High,Pass,Full Pull
O105108,29.35,19,Medium,Pass,Partial Pull
O105109,46.67,8,High,Pass,Partial Pull
O105110,39.62,22,Medium,Pass,Partial Pull
O105111,55.32,27,Low,Rework,No Pull
O105112,22.34,1,High,Rework,Full Pull
O105113,31.77,11,Medium,Pass,Partial Pull
O105114,40.02,17,Medium,Pass,Partial Pull
O105115,32.62,5,High,Pass,Full Pull
O105116,43.73,19,Medium,Pass,Partial Pull
O105117,34.95,11,High,Pass,Partial Pull
O105118,22.42,1,High,Pass,Full Pull
O105119,37.18,19,Medium,Pass,Partial Pull
O105120,28.65,1,High,Pass,Full Pull
O105121,22.26,6,Medium,Rework,Partial Pull
O105122,23.37,5,High,Pass,Full Pull
O105123,23.93,1,High,Pass,Full Pull
O105124,50.82,12,Medium,Pass,Partial Pull
O105125,46.9,27,Low,Pass,No Pull
O105126,18.31,9,Medium,Pass,Partial Pull
O105127,21.81,7,High,Pass,Full Pull
O105128,78.3,25,Low,Pass,No Pull
O105129,56.83,29,Low,Pass,No Pull
O105130,35.19,9,Medium,Pass,Partial Pull
O105131,24.77,1,High,Pass,Full Pull
O105132,56.42,23,Medium,Pass,Partial Pull
O105133,45.17,20,Medium,Pass,Partial Pull
O105134,50.55,30,Low,Pass,No Pull
O105135,26.72,20,Medium,Pass,Partial Pull
O105136,57.58,28,Low,Pass,No Pull
O105137,16.01,4,High,Fail,No Pull
O105138,48.28,5,Medium,Pass,Partial Pull
O105139,34.79,20,Medium,Pass,Partial Pull
O105140,34.06,23,Medium,Pass,Partial Pull
O105141,49.73,12,Medium,Pass,Partial Pull
O105142,26.29,13,Medium,Pass,Partial Pull
O105143,38.08,11,Medium,Pass,Partial Pull
O105144,31.26,1,High,Pass,Full Pull
O105145,66.34,27,Medium,Pass,Partial Pull
O105146,69.58,28,Low,Pass,No Pull
O105147,73.64,29,Low,Pass,No Pull
O105148,48.01,15,Medium,Pass,Partial Pull
O105149,43.3,5,High,Fail,No Pull
O105150,24.68,12,Medium,Pass,Partial Pull
O105151,49.39,21,Medium,Pass,Partial Pull
O105152,28.58,5,Medium,Pass,Partial Pull
O105153,23.27,4,Medium,Pass,Partial Pull
O105154,47.75,30,Low,Pass,No Pull
O105155,13.78,1,High,Pass,Full Pull
O105156,44.44,18,Medium,Pass,Partial Pull
O105157,32.42,4,High,Pass,Full Pull
O105158,23.87,0,High,Pass,Full Pull
O105159,33.75,19,Medium,Pass,Partial Pull
O105160,20.55,5,High,Fail,No Pull
O105161,63.81,22,Medium,Pass,Partial Pull
O105162,46.96,25,Medium,Pass,Partial Pull
O105163,35.61,15,Medium,Pass,Partial Pull
O105164,29.86,5,High,Rework,Full Pull
O105165,43.8,29,Medium,Pass,Partial Pull
O105166,20.28,11,Medium,Pass,Partial Pull
O105167,47.24,23,Medium,Pass,Partial Pull
O105168,30.54,5,High,Pass,Full Pull
O105169,42.69,5,High,Pass,Full Pull
O105170,45.09,20,Medium,Pass,Partial Pull
O105171,37.15,6,High,Pass,Full Pull
O105172,42.84,16,Medium,Pass,Partial Pull
O105173,39.43,18,Medium,Pass,Partial Pull
O105174,27.4,3,High,Pass,Full Pull
O105175,38.3,10,Medium,Pass,Partial Pull
O105176,15.09,5,Medium,Pass,Partial Pull
O105177,17.16,0,High,Pass,Full Pull
O105178,71.58,29,Low,Pass,No Pull
O105179,13.29,0,High,Pass,Full Pull
O105180,44.87,25,Low,Pass,No Pull
O105181,43.02,12,Medium,Pass,Partial Pull
O105182,33.47,8,Medium,Pass,Partial Pull
O105183,40.74,16,Medium,Pass,Partial Pull
O105184,41.19,28,Low,Pass,No Pull
O105185,56.95,20,Medium,Pass,Partial Pull
O105186,7.25,2,High,Pass,Full Pull
O105187,78.89,23,Medium,Pass,Partial Pull
O105188,45.61,23,Medium,Pass,Partial Pull
O105189,89.49,30,Low,Pass,No Pull
O105190,27.12,6,High,Pass,Full Pull
O105191,57.32,26,Medium,Pass,Partial Pull
O105192,20.62,11,Medium,Pass,Partial Pull
O105193,27.49,11,Medium,Pass,Partial Pull
O105194,57.28,19,Medium,Pass,Partial Pull
O105195,74.28,16,Medium,Pass,Partial Pull
O105196,31.83,7,High,Fail,No Pull
O105197,19.02,6,Medium,Rework,Partial Pull
O105198,49.13,20,Medium,Pass,Partial Pull
O105199,85.09,30,Medium,Pass,Partial Pull
O105200,25.66,7,Medium,Pass,Partial Pull
O105201,29.17,16,Medium,Pass,Partial Pull
O105202,22.17,9,Medium,Pass,Partial Pull
O105203,36.63,7,Medium,Pass,Partial Pull
O105204,45.78,24,Medium,Pass,Partial Pull
O105205,27.99,22,Medium,Fail,No Pull
O105206,32.59,14,Medium,Pass,Partial Pull
O105207,45.21,15,Medium,Pass,Partial Pull
O105208,36.79,13,Medium,Pass,Partial Pull
O105209,60.1,30,Low,Pass,No Pull
O105210,86.61,29,Medium,Pass,Partial Pull
O105211,11.81,2,High,Pass,Full Pull
O105212,68.72,25,Medium,Pass,Partial Pull
O105213,39.49,10,Medium,Fail,No Pull
O105214,61.41,20,Medium,Pass,Partial Pull
O105215,45.16,29,Low,Pass,No Pull
O105216,46.97,13,Medium,Pass,Partial Pull
O105217,33.02,14,High,Fail,No Pull
O105218,35.43,19,Medium,Pass,Partial Pull
O105219,16.93,9,Medium,Pass,Partial Pull
O105220,27.65,8,High,Pass,Full Pull
O105221,31.54,18,Medium,Pass,Partial Pull
O105222,18.1,6,Medium,Pass,Partial Pull
O105223,41.44,20,Low,Pass,No Pull
O105224,22.97,7,Medium,Pass,Partial Pull
O105225,16.29,2,High,Rework,Full Pull
O105226,17.79,3,High,Pass,Full Pull
O105227,18.27,8,High,Pass,Full Pull
O105228,30.62,3,Medium,Pass,Partial Pull
O105229,38.95,9,High,Pass,Partial Pull
O105230,50.11,12,Medium,Rework,Partial Pull
