order_id,workstation_id,product_type,batch_size,wip_level,machine_utilization_pct,operator_skill,setup_condition,machine_condition,setup_time_min,processing_time_min,queue_delay_min,breakdown_event,breakdown_delay_min,cycle_time_min
O105903,WS2,Standard,39,13,57.6,5,Normal,Critical,7.07,11.24,11.12,0,0.0,28.59
O105904,WS5,Custom,100,0,87.5,3,Normal,Degraded,4.82,36.85,0.0,1,0.88,43.6
O105905,WS4,Custom,85,20,90.6,5,Poor,Healthy,8.93,26.9,20.61,0,0.0,54.96
O105906,WS6,Custom,52,9,77.6,4,Normal,Healthy,5.67,19.11,6.66,0,0.0,32.69
O105907,WS3,Premium,77,25,90.7,5,Normal,Healthy,7.42,21.73,39.51,0,0.0,66.85
O105908,WS2,Custom,93,4,94.0,1,Good,Healthy,4.7,21.76,5.23,0,0.0,28.73
O105909,WS5,Standard,35,22,86.3,3,Good,Healthy,5.05,13.65,23.35,0,0.0,41.94
O105910,WS1,Premium,39,25,54.0,4,Poor,Critical,11.26,14.36,19.17,0,0.0,44.26
O105911,WS2,Standard,79,3,66.2,3,Good,Healthy,4.83,14.67,4.43,0,0.0,24.7
O105912,WS6,Custom,35,18,99.0,5,Normal,Healthy,4.53,15.18,17.27,0,0.0,35.63
O105913,WS6,Standard,18,20,81.0,4,Good,Healthy,5.38,7.89,18.25,0,0.0,35.31
O105914,WS5,Standard,64,28,81.0,1,Good,Critical,3.32,27.49,17.26,0,0.0,48.67
O105915,WS2,Custom,28,9,70.0,1,Normal,Healthy,6.95,8.63,13.43,0,0.0,26.19
O105916,WS5,Custom,63,15,72.4,4,Normal,Degraded,4.63,22.83,15.76,0,0.0,42.07
O105917,WS4,Premium,19,12,94.3,2,Normal,Healthy,7.35,9.76,15.21,0,0.0,32.5
O105918,WS3,Standard,53,11,98.0,2,Poor,Healthy,12.36,18.37,10.95,0,0.0,41.11
O105919,WS3,Custom,31,30,89.6,5,Good,Degraded,2.45,10.53,47.31,0,0.0,61.12
O105920,WS3,Standard,58,20,86.6,1,Normal,Healthy,7.64,17.22,15.58,0,0.0,39.96
O105921,WS2,Standard,30,4,87.5,3,Good,Degraded,3.71,8.93,5.88,0,0.0,15.6
O105922,WS4,Standard,32,26,79.2,2,Normal,Healthy,7.17,10.95,31.87,0,0.0,47.17
O105923,WS1,Standard,91,3,65.6,1,Good,Healthy,4.95,16.23,4.24,0,0.0,26.5
O105924,WS5,Custom,99,27,63.0,2,Normal,Healthy,4.96,30.02,28.06,0,0.0,61.11
O105925,WS6,Custom,39,12,95.8,3,Good,Degraded,4.91,19.6,8.81,0,0.0,33.66
O105926,WS3,Custom,68,20,79.6,3,Normal,Degraded,4.3,20.26,22.39,0,0.0,45.46
O105927,WS6,Premium,42,26,85.7,1,Normal,Degraded,7.34,24.05,35.1,0,0.0,65.3
O105928,WS5,Custom,25,27,82.5,4,Poor,Healthy,12.25,12.12,27.48,0,0.0,49.32
O105929,WS5,Custom,19,5,83.1,2,Good,Healthy,4.13,8.87,7.03,0,0.0,21.34
O105930,WS6,Custom,91,12,84.1,3,Poor,Healthy,9.44,38.91,17.46,0,0.0,64.94
O105931,WS3,Standard,16,2,88.4,3,Good,Healthy,3.53,5.19,2.82,0,0.0,15.14
O105932,WS5,Standard,54,19,70.8,3,Good,Healthy,4.22,15.74,19.94,0,0.0,36.06
O105933,WS1,Premium,29,12,94.2,3,Good,Critical,1.93,10.16,11.67,0,0.0,21.41
O105934,WS6,Standard,79,30,71.1,2,Good,Healthy,3.69,23.77,32.3,0,0.0,60.58
O105935,WS4,Standard,22,19,82.9,3,Normal,Healthy,7.64,7.3,18.04,0,0.0,31.11
O105936,WS5,Standard,62,13,65.8,3,Good,Degraded,3.9,18.5,10.43,0,0.0,34.15
O105937,WS2,Standard,41,4,78.0,1,Good,Healthy,4.88,7.76,3.67,1,7.51,23.12
O105938,WS1,Custom,57,8,72.1,4,Normal,Degraded,5.37,13.0,8.74,0,0.0,26.14
O105939,WS1,Premium,26,24,80.3,3,Normal,Healthy,8.81,6.78,28.56,0,0.0,44.11
O105940,WS1,Custom,20,4,88.8,2,Normal,Healthy,5.51,6.12,6.34,0,0.0,16.65
O105941,WS3,Custom,26,26,80.9,1,Normal,Healthy,5.47,8.86,33.33,0,0.0,48.9
O105942,WS2,Premium,62,18,99.0,2,Good,Healthy,4.56,17.86,17.34,0,0.0,35.53
O105943,WS6,Standard,68,16,89.6,3,Normal,Degraded,9.18,28.35,11.88,0,0.0,45.59
O105944,WS5,Standard,92,14,77.3,5,Good,Healthy,4.2,23.4,20.37,0,0.0,48.72
O105945,WS4,Custom,95,0,79.0,4,Good,Healthy,1.59,24.22,0.0,0,0.0,28.34
O105946,WS6,Premium,78,7,84.5,3,Good,Healthy,3.68,29.57,10.79,0,0.0,43.29
O105947,WS4,Standard,11,15,88.5,1,Normal,Healthy,6.89,6.41,11.91,0,0.0,27.02
O105948,WS6,Custom,74,15,65.2,2,Good,Healthy,2.25,23.04,16.89,0,0.0,44.68
O105949,WS5,Premium,74,6,87.6,5,Normal,Degraded,4.07,29.82,7.84,0,0.0,43.94
O105950,WS5,Standard,74,24,65.5,1,Good,Healthy,3.87,21.11,18.67,0,0.0,39.67
O105951,WS2,Standard,69,13,86.5,4,Normal,Healthy,6.96,16.87,9.38,0,0.0,34.03
O105952,WS5,Standard,72,12,93.2,3,Normal,Healthy,6.18,23.12,11.09,0,0.0,38.07
O105953,WS5,Standard,63,23,83.6,2,Good,Healthy,3.0,20.51,36.39,0,0.0,59.85
O105954,WS1,Standard,66,4,52.1,5,Good,Healthy,4.91,10.23,4.07,0,0.0,18.56
O105955,WS1,Standard,72,1,58.6,2,Normal,Degraded,9.12,15.56,0.93,0,0.0,25.26
O105956,WS6,Custom,13,10,86.8,4,Normal,Degraded,9.0,9.2,9.69,0,0.0,29.8
O105957,WS6,Custom,56,0,50.6,1,Good,Degraded,4.56,21.57,0.0,0,0.0,23.61
O105958,WS4,Premium,21,11,87.3,5,Normal,Healthy,8.04,9.24,7.6,0,0.0,27.95
O105959,WS1,Custom,94,4,91.8,1,Good,Healthy,2.97,17.13,2.47,0,0.0,22.96
O105960,WS3,Custom,100,20,93.6,2,Good,Degraded,3.17,28.88,23.0,0,0.0,53.62
O105961,WS1,Standard,24,1,77.1,5,Good,Healthy,6.33,3.72,1.29,0,0.0,9.63
O105962,WS5,Standard,91,6,85.3,4,Normal,Healthy,7.64,26.54,4.29,0,0.0,40.76
O105963,WS1,Standard,53,8,82.5,4,Good,Critical,5.48,9.98,5.59,0,0.0,17.37
O105964,WS2,Custom,71,18,62.3,2,Normal,Healthy,7.31,14.14,21.72,0,0.0,44.13
O105965,WS4,Standard,69,12,88.9,4,Good,Degraded,4.2,20.25,17.74,0,0.0,42.97
O105966,WS5,Custom,20,23,96.7,5,Normal,Healthy,7.87,9.13,21.36,0,0.0,41.1
O105967,WS6,Custom,92,24,88.3,4,Good,Healthy,5.58,28.82,24.43,0,0.0,57.79
O105968,WS3,Standard,68,11,74.0,2,Normal,Healthy,7.9,17.96,7.38,0,0.0,36.67
O105969,WS2,Standard,54,0,88.9,5,Normal,Healthy,8.76,13.5,0.0,0,0.0,25.47
O105970,WS1,Custom,65,29,95.6,1,Good,Healthy,3.34,17.6,20.46,0,0.0,42.16
O105971,WS4,Standard,98,10,94.0,5,Good,Degraded,4.67,25.92,9.62,0,0.0,41.04
O105972,WS1,Standard,68,16,92.3,1,Normal,Degraded,4.91,18.59,12.3,0,0.0,37.41
O105973,WS4,Standard,69,28,60.9,1,Poor,Healthy,12.28,20.45,27.31,0,0.0,59.5
O105974,WS3,Standard,89,20,84.8,1,Poor,Healthy,12.85,25.2,30.67,0,0.0,71.65
O105975,WS3,Standard,73,17,87.7,1,Good,Healthy,4.67,17.04,21.7,0,0.0,45.61
O105976,WS2,Premium,23,10,92.5,4,Normal,Healthy,6.55,7.74,8.44,0,0.0,21.61
O105977,WS6,Standard,84,25,86.2,2,Good,Degraded,3.35,31.11,37.7,0,0.0,73.42
O105978,WS5,Standard,91,6,98.6,1,Good,Healthy,4.22,28.72,7.0,0,0.0,36.9
O105979,WS4,Custom,76,14,58.1,2,Normal,Critical,7.49,28.82,16.5,0,0.0,50.01
O105980,WS3,Standard,23,10,86.7,5,Normal,Healthy,8.5,8.83,9.56,0,0.0,25.25
O105981,WS3,Standard,57,3,85.7,3,Normal,Healthy,6.51,16.81,2.39,0,0.0,23.22
O105982,WS3,Standard,14,8,90.8,4,Normal,Degraded,8.66,6.1,11.22,0,0.0,27.71
O105983,WS6,Premium,80,5,98.5,2,Good,Healthy,5.48,30.78,7.43,0,0.0,44.84
O105984,WS3,Premium,97,2,69.3,3,Normal,Healthy,5.59,22.58,1.6,0,0.0,30.22
O105985,WS1,Standard,13,23,98.1,4,Good,Healthy,4.56,3.5,14.64,0,0.0,22.04
O105986,WS6,Premium,19,22,89.8,4,Good,Degraded,3.88,10.09,25.31,0,0.0,41.1
O105987,WS4,Standard,94,26,77.8,1,Good,Healthy,3.07,22.23,39.9,0,0.0,68.19
O105988,WS1,Standard,82,0,69.1,4,Poor,Healthy,14.25,16.0,0.0,0,0.0,30.31
O105989,WS1,Custom,84,14,82.4,4,Normal,Healthy,8.08,17.26,17.17,0,0.0,43.54
O105990,WS3,Premium,28,20,83.4,1,Good,Healthy,3.03,10.29,14.98,0,0.0,28.02
O105991,WS4,Standard,68,15,84.1,2,Normal,Critical,6.97,28.03,21.07,1,4.95,59.7
O105992,WS6,Standard,85,0,72.5,4,Poor,Healthy,10.66,30.36,0.0,0,0.0,39.65
O105993,WS1,Standard,16,13,87.3,1,Poor,Healthy,11.28,5.01,15.14,0,0.0,29.83
O105994,WS3,Standard,35,3,75.1,4,Normal,Healthy,6.13,10.7,3.26,0,0.0,21.15
O105995,WS2,Standard,36,0,94.6,5,Good,Healthy,3.6,6.94,0.0,0,0.0,12.44
O105996,WS3,Standard,59,22,99.0,3,Normal,Critical,7.21,23.56,18.93,0,0.0,47.23
O105997,WS5,Standard,33,2,70.2,3,Normal,Healthy,9.16,10.86,2.94,0,0.0,20.11
O105998,WS1,Standard,41,9,80.7,1,Poor,Degraded,14.86,10.32,11.42,0,0.0,36.09
O105999,WS6,Custom,33,30,91.7,4,Normal,Healthy,6.01,15.51,34.09,0,0.0,56.41
O106000,WS2,Standard,15,29,83.3,5,Normal,Degraded,7.61,5.0,45.2,0,0.0,58.77
O106001,WS5,Standard,71,1,63.8,5,Good,Healthy,4.23,18.97,1.21,0,0.0,25.7
O106002,WS4,Standard,68,12,90.4,3,Normal,Healthy,9.13,20.62,18.48,0,0.0,46.21
O106003,WS4,Standard,89,10,72.7,1,Good,Healthy,4.41,20.6,7.72,0,0.0,30.25
O106004,WS5,Premium,62,19,82.4,2,Good,Healthy,4.17,23.47,13.91,0,0.0,42.07
O106005,WS4,Standard,72,21,68.1,2,Normal,Critical,8.65,24.06,16.48,0,0.0,46.79
O106006,WS5,Standard,42,2,89.5,1,Normal,Degraded,4.28,19.29,2.88,0,0.0,26.53
O106007,WS4,Premium,45,13,74.9,1,Poor,Healthy,15.79,20.65,15.65,0,0.0,53.5
O106008,WS5,Custom,47,8,90.8,3,Normal,Healthy,3.15,16.73,12.75,0,0.0,28.98
O106009,WS1,Custom,98,30,77.4,1,Poor,Degraded,10.48,29.33,23.03,0,0.0,63.11
O106010,WS4,Standard,52,9,74.2,1,Normal,Healthy,5.6,16.11,10.46,0,0.0,29.51
O106011,WS6,Standard,88,1,84.9,5,Normal,Healthy,8.95,27.52,0.72,0,0.0,38.42
O106012,WS4,Premium,39,19,67.1,4,Good,Degraded,3.03,15.31,28.02,1,3.44,51.65
O106013,WS5,Custom,72,27,99.0,5,Normal,Healthy,6.18,24.34,39.06,0,0.0,68.64
O106014,WS6,Custom,34,25,82.2,2,Good,Healthy,3.68,12.79,34.85,0,0.0,50.97
O106015,WS1,Standard,46,4,73.2,2,Good,Healthy,4.34,5.42,3.35,0,0.0,11.73
O106016,WS4,Standard,88,23,75.2,4,Good,Healthy,2.85,18.68,24.07,0,0.0,44.9
O106017,WS6,Standard,72,6,80.2,4,Normal,Degraded,6.21,26.33,8.79,0,0.0,43.19
O106018,WS1,Custom,54,4,91.9,2,Normal,Degraded,7.22,14.13,4.94,0,0.0,26.87
O106019,WS1,Standard,47,16,69.3,5,Poor,Critical,11.74,13.64,11.09,0,0.0,38.75
O106020,WS2,Standard,82,24,75.6,4,Poor,Healthy,9.81,15.73,33.77,0,0.0,55.68
O106021,WS6,Custom,24,27,79.4,2,Poor,Degraded,8.51,14.43,26.51,0,0.0,50.75
O106022,WS6,Premium,87,19,98.5,1,Good,Critical,2.58,47.08,13.49,0,0.0,63.54
O106023,WS6,Standard,66,12,92.0,1,Poor,Healthy,12.74,30.53,12.6,0,0.0,57.02
O106024,WS3,Standard,39,18,99.0,5,Normal,Critical,8.1,14.49,11.79,0,0.0,33.31
O106025,WS4,Custom,73,9,80.4,5,Poor,Critical,12.06,32.28,6.04,0,0.0,47.06
O106026,WS1,Standard,100,4,97.2,3,Good,Degraded,4.76,17.29,3.95,0,0.0,22.77
O106027,WS6,Standard,41,12,95.2,4,Good,Critical,3.86,20.97,17.04,0,0.0,41.76
O106028,WS6,Premium,45,5,88.4,5,Poor,Healthy,10.73,23.35,3.33,0,0.0,38.61
O106029,WS4,Standard,94,2,89.3,1,Good,Healthy,4.76,24.81,2.05,0,0.0,30.93
O106030,WS1,Standard,41,23,72.9,5,Good,Degraded,3.92,8.89,27.0,0,0.0,40.29
O106031,WS6,Premium,87,25,99.0,3,Normal,Degraded,7.62,37.15,36.92,0,0.0,82.81
O106032,WS6,Custom,91,23,77.1,3,Good,Healthy,3.64,30.86,27.11,0,0.0,57.83
O106033,WS6,Standard,63,28,86.7,1,Good,Healthy,5.09,24.51,31.55,0,0.0,60.08
O106034,WS3,Standard,17,15,88.1,4,Poor,Healthy,7.41,7.72,15.78,0,0.0,32.22
O106035,WS3,Custom,15,20,63.5,4,Poor,Degraded,12.95,8.72,22.93,0,0.0,48.56
O106036,WS3,Standard,35,6,79.4,1,Poor,Healthy,15.18,12.58,7.12,0,0.0,36.24
O106037,WS3,Custom,11,13,82.4,4,Good,Healthy,3.78,5.11,20.38,0,0.0,27.3
O106038,WS6,Standard,79,3,78.6,1,Good,Healthy,4.32,26.49,3.21,0,0.0,36.19
O106039,WS1,Standard,68,19,79.5,2,Good,Healthy,4.0,12.67,14.68,0,0.0,30.9
O106040,WS4,Standard,51,13,97.9,4,Normal,Critical,9.46,20.36,13.15,0,0.0,42.37
O106041,WS6,Premium,84,17,70.1,4,Good,Healthy,3.68,28.05,21.24,0,0.0,50.5
O106042,WS2,Standard,22,26,64.8,1,Normal,Healthy,5.22,8.79,23.41,0,0.0,40.81
O106043,WS4,Custom,55,1,73.0,3,Poor,Healthy,9.81,20.78,1.38,0,0.0,29.58
O106044,WS5,Premium,40,13,88.9,2,Normal,Degraded,5.05,20.51,19.41,1,12.76,56.97
O106045,WS3,Standard,12,12,90.1,4,Good,Healthy,3.66,4.59,14.4,0,0.0,21.89
O106046,WS4,Premium,53,22,87.3,5,Good,Healthy,2.0,16.19,33.87,0,0.0,51.63
O106047,WS5,Custom,23,20,90.9,4,Good,Healthy,4.98,6.62,14.11,0,0.0,27.65
O106048,WS1,Standard,14,22,83.1,4,Good,Degraded,3.97,4.16,21.65,0,0.0,29.14
O106049,WS5,Premium,29,26,73.8,3,Normal,Degraded,6.4,14.18,17.86,0,0.0,40.44
O106050,WS6,Custom,27,9,68.7,3,Good,Degraded,3.6,11.43,10.67,0,0.0,26.06
O106051,WS1,Standard,67,11,64.9,2,Normal,Healthy,6.46,14.19,14.5,0,0.0,35.55
O106052,WS1,Custom,82,10,77.3,5,Normal,Critical,6.64,21.53,7.39,0,0.0,37.01
O106053,WS1,Standard,54,25,89.5,2,Good,Degraded,4.62,9.75,15.95,0,0.0,30.41
O106054,WS5,Premium,68,14,82.8,5,Good,Healthy,4.15,21.36,21.92,0,0.0,47.77
O106055,WS3,Standard,19,23,80.3,4,Good,Critical,4.48,9.48,33.47,0,0.0,49.58
O106056,WS3,Custom,81,7,67.3,5,Good,Degraded,4.1,19.1,5.53,0,0.0,26.66
O106057,WS5,Custom,55,28,99.0,4,Normal,Degraded,6.84,22.1,28.5,0,0.0,58.32
O106058,WS4,Custom,48,14,70.1,2,Normal,Degraded,6.78,16.34,9.19,0,0.0,36.54
O106059,WS4,Standard,89,30,81.4,2,Poor,Healthy,10.45,27.45,27.17,0,0.0,64.2
O106060,WS6,Custom,38,13,92.0,1,Normal,Healthy,6.45,17.3,10.63,0,0.0,36.16
O106061,WS3,Premium,49,1,80.5,5,Good,Healthy,3.49,11.4,1.05,0,0.0,14.49
O106062,WS6,Premium,94,8,70.3,1,Good,Healthy,5.1,34.26,6.02,0,0.0,45.62
O106063,WS4,Custom,23,13,89.7,5,Good,Healthy,3.99,8.25,20.7,0,0.0,31.48
O106064,WS3,Standard,57,4,63.9,4,Good,Healthy,2.66,11.79,2.84,0,0.0,19.67
O106065,WS2,Premium,62,23,99.0,1,Poor,Critical,10.18,31.32,30.51,0,0.0,72.93
O106066,WS5,Standard,73,10,83.4,5,Normal,Healthy,6.82,21.39,9.09,0,0.0,33.55
O106067,WS4,Custom,94,25,77.0,1,Good,Degraded,3.78,28.7,37.18,0,0.0,70.06
O106068,WS5,Standard,41,29,63.0,1,Good,Healthy,4.73,13.44,18.99,0,0.0,37.49
O106069,WS4,Premium,20,2,66.2,3,Good,Healthy,4.52,6.85,2.84,0,0.0,14.94
O106070,WS6,Standard,46,8,79.4,1,Poor,Healthy,11.06,21.13,6.78,0,0.0,42.19
O106071,WS2,Standard,24,18,99.0,1,Good,Healthy,3.75,8.01,26.39,0,0.0,36.86
O106072,WS5,Custom,76,26,82.8,4,Good,Healthy,4.38,24.27,29.54,0,0.0,58.89
O106073,WS3,Standard,61,27,84.2,5,Good,Healthy,4.99,13.02,17.86,0,0.0,31.04
O106074,WS1,Standard,78,6,84.6,1,Normal,Degraded,6.37,19.44,4.4,0,0.0,32.58
O106075,WS4,Custom,40,7,99.0,4,Normal,Healthy,5.94,12.33,9.34,0,0.0,24.75
O106076,WS2,Standard,96,6,74.7,4,Normal,Healthy,6.42,19.28,6.59,0,0.0,30.73
O106077,WS1,Standard,91,10,98.8,1,Good,Healthy,5.74,19.73,14.86,0,0.0,40.32
O106078,WS3,Custom,93,18,75.2,1,Good,Healthy,4.3,22.28,18.2,0,0.0,45.62
O106079,WS6,Premium,74,12,71.6,3,Poor,Healthy,13.44,31.2,18.58,0,0.0,61.43
O106080,WS6,Standard,27,22,79.0,4,Good,Healthy,3.4,9.74,19.05,0,0.0,35.2
O106081,WS6,Standard,23,12,79.0,2,Good,Degraded,3.5,11.94,11.03,0,0.0,26.06
O106082,WS1,Standard,97,18,86.7,3,Normal,Degraded,7.47,20.93,19.93,1,1.93,52.41
O106083,WS1,Premium,89,17,52.1,3,Good,Degraded,4.81,17.51,14.22,0,0.0,34.82
O106084,WS2,Standard,90,7,81.8,4,Good,Degraded,2.55,20.26,6.44,0,0.0,34.84
O106085,WS5,Standard,68,1,72.8,2,Normal,Healthy,7.52,20.07,0.89,0,0.0,28.39
O106086,WS6,Premium,87,6,71.3,4,Normal,Healthy,5.51,31.32,9.41,0,0.0,46.15
O106087,WS3,Custom,54,24,64.5,5,Good,Healthy,4.08,12.1,32.66,0,0.0,49.55
O106088,WS4,Custom,24,23,75.6,3,Good,Healthy,2.13,9.16,16.36,0,0.0,27.31
O106089,WS1,Custom,33,3,73.8,4,Normal,Healthy,8.44,8.99,2.17,0,0.0,21.22
O106090,WS4,Standard,87,11,74.9,1,Good,Healthy,5.3,19.27,15.48,0,0.0,40.41
O106091,WS6,Standard,69,25,60.3,5,Good,Critical,3.96,25.68,29.01,0,0.0,57.91
O106092,WS4,Custom,100,25,81.2,2,Normal,Healthy,7.52,26.14,20.12,0,0.0,53.58
O106093,WS4,Standard,91,0,70.5,1,Normal,Healthy,7.49,21.79,0.0,0,0.0,27.96
O106094,WS3,Standard,79,24,60.4,3,Poor,Critical,11.03,27.33,37.5,0,0.0,75.35
O106095,WS3,Premium,13,24,73.4,2,Good,Healthy,4.53,5.59,32.33,0,0.0,38.01
O106096,WS3,Custom,26,3,70.7,3,Good,Healthy,3.26,6.05,3.74,0,0.0,10.43
O106097,WS5,Custom,44,11,80.5,5,Normal,Healthy,6.1,15.71,14.97,0,0.0,36.81
O106098,WS4,Custom,13,1,73.3,3,Normal,Healthy,8.08,4.64,1.55,0,0.0,14.14
O106099,WS2,Standard,95,20,62.6,2,Good,Critical,2.78,23.77,23.83,0,0.0,52.85
O106100,WS3,Standard,30,26,69.3,5,Normal,Degraded,4.89,12.58,34.6,0,0.0,53.63
O106101,WS1,Standard,44,5,59.3,2,Good,Healthy,4.5,8.1,5.39,0,0.0,18.66
O106102,WS1,Standard,71,10,93.6,5,Normal,Healthy,6.57,12.32,13.89,0,0.0,31.49
O106103,WS1,Custom,13,16,95.6,5,Normal,Healthy,9.66,4.15,20.06,0,0.0,34.93
O106104,WS6,Standard,67,2,97.0,3,Good,Healthy,1.77,22.45,2.08,0,0.0,25.39
O106105,WS2,Standard,19,9,72.9,4,Poor,Healthy,8.83,5.91,13.96,0,0.0,28.4
O106106,WS6,Premium,92,6,95.6,4,Poor,Healthy,6.58,39.86,5.42,0,0.0,48.07
O106107,WS2,Standard,72,0,84.9,5,Good,Degraded,6.01,15.9,0.0,0,0.0,22.11
O106108,WS3,Standard,40,20,70.1,3,Good,Degraded,3.69,10.19,15.99,0,0.0,29.64
O106109,WS5,Custom,73,22,72.5,3,Normal,Degraded,6.76,27.95,30.94,0,0.0,66.24
O106110,WS2,Standard,38,2,77.9,2,Good,Degraded,4.59,12.29,2.27,0,0.0,19.0
O106111,WS6,Premium,20,4,81.2,3,Good,Healthy,3.8,9.48,4.72,0,0.0,14.81
O106112,WS4,Standard,10,2,84.4,4,Good,Degraded,4.22,5.08,1.68,0,0.0,12.45
O106113,WS1,Custom,29,29,80.0,3,Poor,Degraded,11.4,7.75,30.88,0,0.0,50.19
O106114,WS6,Standard,74,17,75.8,2,Good,Healthy,4.8,23.26,17.75,0,0.0,48.08
O106115,WS2,Standard,61,16,96.2,3,Normal,Healthy,6.6,17.2,23.11,0,0.0,42.89
O106116,WS2,Standard,34,2,78.6,3,Good,Healthy,4.29,9.23,2.66,0,0.0,15.73
O106117,WS6,Standard,72,0,77.9,1,Good,Critical,3.76,32.63,0.0,0,0.0,38.57
O106118,WS2,Premium,45,28,77.4,4,Poor,Degraded,11.31,16.32,40.26,0,0.0,65.33
O106119,WS5,Standard,24,29,78.6,5,Good,Degraded,3.4,9.2,38.01,0,0.0,52.57
O106120,WS1,Standard,71,16,63.7,2,Good,Healthy,3.91,12.86,25.3,0,0.0,44.39
O106121,WS6,Standard,51,4,68.0,2,Good,Critical,3.93,24.59,3.24,0,0.0,32.7
O106122,WS3,Standard,70,0,99.0,1,Normal,Healthy,8.38,19.18,0.0,0,0.0,26.07
O106123,WS1,Standard,61,25,60.2,3,Good,Healthy,4.6,11.44,30.59,0,0.0,44.94
O106124,WS6,Custom,19,16,83.3,3,Good,Healthy,3.66,8.07,24.13,0,0.0,36.08
O106125,WS5,Custom,14,10,84.1,5,Good,Degraded,3.59,6.52,12.99,0,0.0,24.54
O106126,WS5,Standard,19,0,92.2,5,Good,Degraded,4.21,7.11,0.0,0,0.0,14.99
O106127,WS3,Standard,30,17,84.4,4,Good,Healthy,3.74,8.51,15.16,0,0.0,28.46
O106128,WS4,Standard,30,27,99.0,2,Normal,Healthy,6.7,11.32,35.19,1,0.37,52.1
O106129,WS2,Standard,93,25,82.9,1,Good,Healthy,3.22,19.5,32.05,0,0.0,57.09
O106130,WS3,Standard,81,22,96.2,3,Good,Healthy,3.66,19.27,32.04,0,0.0,58.22
O106131,WS3,Standard,90,1,92.5,4,Normal,Degraded,3.86,25.45,1.04,0,0.0,31.14
O106132,WS3,Standard,53,23,98.5,1,Normal,Healthy,6.12,18.53,16.59,0,0.0,42.41
O106133,WS1,Premium,39,21,80.3,3,Good,Healthy,4.52,10.27,15.41,1,2.87,34.75
O106134,WS5,Standard,46,26,84.8,1,Good,Healthy,6.73,13.28,36.6,0,0.0,51.45
O106135,WS2,Standard,88,4,75.6,2,Good,Degraded,3.51,19.64,2.85,0,0.0,26.37
O106136,WS3,Standard,42,26,81.9,2,Poor,Degraded,14.51,16.31,30.13,0,0.0,60.56
O106137,WS4,Standard,67,22,82.6,1,Good,Healthy,3.58,16.39,22.68,0,0.0,40.84
O106138,WS1,Standard,23,23,55.1,2,Good,Healthy,4.34,6.12,20.86,0,0.0,32.15
O106139,WS3,Standard,99,4,78.3,4,Good,Critical,3.71,29.36,5.69,0,0.0,39.46
O106140,WS2,Standard,68,26,90.7,5,Good,Healthy,3.78,12.59,18.07,0,0.0,35.24
O106141,WS1,Custom,97,0,63.8,4,Good,Healthy,2.48,17.35,0.0,0,0.0,20.67
O106142,WS5,Standard,36,6,68.2,2,Good,Healthy,3.76,13.13,5.85,0,0.0,23.78
O106143,WS4,Premium,66,4,93.9,5,Normal,Critical,6.71,28.73,2.74,0,0.0,38.9
O106144,WS3,Standard,34,7,96.1,3,Normal,Degraded,8.12,13.4,9.51,0,0.0,30.79
O106145,WS1,Standard,52,19,72.6,2,Normal,Healthy,6.97,10.11,18.83,0,0.0,33.99
O106146,WS3,Standard,39,28,82.1,5,Normal,Healthy,9.97,11.93,24.31,0,0.0,50.95
O106147,WS2,Standard,22,30,79.1,2,Good,Healthy,3.64,7.69,41.16,0,0.0,54.41
O106148,WS1,Standard,50,3,94.1,4,Poor,Healthy,11.22,13.11,2.3,0,0.0,28.36
O106149,WS4,Standard,58,30,73.6,1,Normal,Healthy,6.42,17.6,46.09,0,0.0,71.03
O106150,WS4,Premium,24,3,75.5,2,Normal,Healthy,7.11,9.04,2.53,0,0.0,20.48
O106151,WS1,Standard,46,23,96.1,5,Normal,Healthy,5.54,11.11,24.64,0,0.0,41.43
O106152,WS1,Standard,18,5,68.0,2,Good,Healthy,4.46,4.51,4.54,0,0.0,14.87
O106153,WS5,Standard,68,25,74.0,5,Good,Healthy,2.75,17.55,30.62,0,0.0,47.21
O106154,WS2,Standard,38,10,81.6,3,Good,Healthy,4.98,10.23,15.11,0,0.0,32.58
O106155,WS1,Standard,18,27,98.3,5,Good,Degraded,3.66,4.95,24.29,0,0.0,33.05
O106156,WS6,Premium,56,16,65.7,3,Normal,Healthy,6.6,21.13,13.78,0,0.0,40.69
O106157,WS1,Standard,85,16,71.5,3,Good,Degraded,2.84,17.69,18.35,0,0.0,39.51
O106158,WS4,Standard,100,13,87.1,2,Good,Degraded,3.78,26.41,10.77,0,0.0,41.82
O106159,WS5,Standard,98,7,89.0,2,Poor,Critical,8.54,47.39,4.38,0,0.0,61.96
O106160,WS2,Custom,25,15,82.5,5,Normal,Healthy,5.58,5.85,20.82,1,4.08,37.82
O106161,WS3,Custom,29,20,78.6,3,Normal,Healthy,6.53,7.44,26.73,0,0.0,43.63
O106162,WS4,Custom,91,4,81.6,3,Good,Healthy,3.55,24.06,5.32,0,0.0,31.87
O106163,WS2,Custom,67,4,61.9,2,Normal,Healthy,6.8,15.98,4.96,0,0.0,28.22
O106164,WS2,Custom,59,13,81.2,4,Poor,Healthy,13.72,15.75,19.33,0,0.0,48.86
O106165,WS6,Premium,82,25,97.8,2,Normal,Healthy,8.05,32.74,29.59,0,0.0,67.38
O106166,WS2,Standard,15,10,64.2,2,Normal,Healthy,7.44,5.15,12.1,0,0.0,25.9
O106167,WS5,Standard,60,12,70.6,1,Normal,Degraded,6.38,22.19,16.82,0,0.0,45.41
